2025-04-08 19:05:40 - INFO - __main__ - [19:05:40] Starting training process...
2025-04-08 19:05:40 - INFO - __main__ - Environment variables set
2025-04-08 19:05:42 - INFO - __main__ - CUDA device: NVIDIA GeForce RTX 4050 Laptop GPU
2025-04-08 19:05:42 - INFO - __main__ - Total memory: 6.44 GB
2025-04-08 19:05:42 - INFO - __main__ - [19:05:42] Checking memory requirements...
2025-04-08 19:05:42 - INFO - __main__ - Starting dataset loading...
2025-04-08 19:05:42 - INFO - __main__ - [19:05:42] Loading wikipedia dataset...
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Limiting wikipedia dataset to 500,000 samples
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Successfully loaded wikipedia dataset with 500,000 samples
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Added Wikipedia dataset to collection
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Loading bookcorpus dataset...
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Limiting bookcorpus dataset to 500,000 samples
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Successfully loaded bookcorpus dataset with 500,000 samples
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Added BookCorpus dataset to collection
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Starting dataset processing...
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Processing dataset 1/2
2025-04-09 02:43:35 - INFO - __main__ - [02:43:35] Processed 386,036/1,000,000 examples (38.60%)
2025-04-09 02:43:40 - INFO - __main__ - [02:43:40] Processed 389,120/1,000,000 examples (38.91%)
2025-04-09 02:43:45 - INFO - __main__ - [02:43:45] Processed 392,218/1,000,000 examples (39.22%)
2025-04-09 02:43:50 - INFO - __main__ - [02:43:50] Processed 395,342/1,000,000 examples (39.53%)
2025-04-09 02:43:55 - INFO - __main__ - [02:43:55] Processed 398,739/1,000,000 examples (39.87%)
2025-04-09 02:44:00 - INFO - __main__ - [02:44:00] Processed 401,859/1,000,000 examples (40.19%)
2025-04-09 02:44:05 - INFO - __main__ - [02:44:05] Processed 404,828/1,000,000 examples (40.48%)
2025-04-09 02:44:10 - INFO - __main__ - [02:44:10] Processed 407,885/1,000,000 examples (40.79%)
2025-04-09 02:44:15 - INFO - __main__ - [02:44:15] Processed 411,200/1,000,000 examples (41.12%)
2025-04-09 02:44:20 - INFO - __main__ - [02:44:20] Processed 414,298/1,000,000 examples (41.43%)
2025-04-09 02:44:25 - INFO - __main__ - [02:44:25] Processed 417,497/1,000,000 examples (41.75%)
2025-04-09 02:44:30 - INFO - __main__ - [02:44:30] Processed 420,551/1,000,000 examples (42.06%)
2025-04-09 02:44:35 - INFO - __main__ - [02:44:35] Processed 423,745/1,000,000 examples (42.37%)
2025-04-09 02:44:40 - INFO - __main__ - [02:44:40] Processed 426,811/1,000,000 examples (42.68%)
2025-04-09 02:44:45 - INFO - __main__ - [02:44:45] Processed 429,888/1,000,000 examples (42.99%)
2025-04-09 02:44:50 - INFO - __main__ - [02:44:50] Processed 433,073/1,000,000 examples (43.31%)
2025-04-09 02:44:55 - INFO - __main__ - [02:44:55] Processed 436,384/1,000,000 examples (43.64%)
2025-04-09 02:45:00 - INFO - __main__ - [02:45:00] Processed 439,635/1,000,000 examples (43.96%)
2025-04-09 02:45:05 - INFO - __main__ - [02:45:05] Processed 442,723/1,000,000 examples (44.27%)
2025-04-09 02:45:10 - INFO - __main__ - [02:45:10] Processed 445,780/1,000,000 examples (44.58%)
2025-04-09 02:45:15 - INFO - __main__ - [02:45:15] Processed 448,822/1,000,000 examples (44.88%)
2025-04-09 02:45:20 - INFO - __main__ - [02:45:20] Processed 451,725/1,000,000 examples (45.17%)
2025-04-09 02:45:25 - INFO - __main__ - [02:45:25] Processed 454,849/1,000,000 examples (45.48%)
2025-04-09 02:45:30 - INFO - __main__ - [02:45:30] Processed 458,054/1,000,000 examples (45.81%)
2025-04-09 02:45:35 - INFO - __main__ - [02:45:35] Processed 461,224/1,000,000 examples (46.12%)
2025-04-09 02:45:40 - INFO - __main__ - [02:45:40] Processed 464,399/1,000,000 examples (46.44%)
2025-04-09 02:45:45 - INFO - __main__ - [02:45:45] Processed 467,629/1,000,000 examples (46.76%)
2025-04-09 02:45:50 - INFO - __main__ - [02:45:50] Processed 470,912/1,000,000 examples (47.09%)
2025-04-09 02:45:55 - INFO - __main__ - [02:45:55] Processed 473,931/1,000,000 examples (47.39%)
2025-04-09 02:46:00 - INFO - __main__ - [02:46:00] Processed 477,139/1,000,000 examples (47.71%)
2025-04-09 02:46:05 - INFO - __main__ - [02:46:05] Processed 479,995/1,000,000 examples (48.00%)
2025-04-09 02:46:10 - INFO - __main__ - [02:46:10] Processed 483,129/1,000,000 examples (48.31%)
2025-04-09 02:46:15 - INFO - __main__ - [02:46:15] Processed 486,590/1,000,000 examples (48.66%)
2025-04-09 02:46:20 - INFO - __main__ - [02:46:20] Processed 490,182/1,000,000 examples (49.02%)
2025-04-09 02:46:25 - INFO - __main__ - [02:46:25] Processed 493,578/1,000,000 examples (49.36%)
2025-04-09 02:46:30 - INFO - __main__ - [02:46:30] Processed 496,886/1,000,000 examples (49.69%)
2025-04-09 02:46:35 - INFO - __main__ - [02:46:35] Processed 504,841/1,000,000 examples (50.48%)
2025-04-09 02:46:40 - INFO - __main__ - [02:46:40] Processed 550,129/1,000,000 examples (55.01%)
2025-04-09 02:46:45 - INFO - __main__ - [02:46:45] Processed 595,960/1,000,000 examples (59.60%)
2025-04-09 02:46:50 - INFO - __main__ - [02:46:50] Processed 640,526/1,000,000 examples (64.05%)
2025-04-09 02:46:55 - INFO - __main__ - [02:46:55] Processed 680,878/1,000,000 examples (68.09%)
2025-04-09 02:47:00 - INFO - __main__ - [02:47:00] Processed 726,137/1,000,000 examples (72.61%)
2025-04-09 02:47:05 - INFO - __main__ - [02:47:05] Processed 771,696/1,000,000 examples (77.17%)
2025-04-09 02:47:10 - INFO - __main__ - [02:47:10] Processed 816,296/1,000,000 examples (81.63%)
2025-04-09 02:47:15 - INFO - __main__ - [02:47:15] Processed 861,173/1,000,000 examples (86.12%)
2025-04-09 02:47:20 - INFO - __main__ - [02:47:20] Processed 899,719/1,000,000 examples (89.97%)
2025-04-09 02:47:25 - INFO - __main__ - [02:47:25] Processed 944,670/1,000,000 examples (94.47%)
2025-04-09 02:47:30 - INFO - __main__ - [02:47:30] Processed 990,301/1,000,000 examples (99.03%)
2025-04-09 02:47:31 - INFO - __main__ - [02:47:31] Dataset initialization complete. Created 1,000,000 examples
2025-04-09 02:47:31 - INFO - __main__ - [02:47:31] Dataset size: 1,000,000 examples
2025-04-09 02:47:31 - INFO - __main__ - [02:47:31] Setting up optimizer and scheduler...
2025-04-09 02:47:31 - INFO - __main__ - [02:47:31] Starting training loop...
2025-04-09 03:40:37 - INFO - __main__ - [03:40:37] Starting training process...
2025-04-09 03:40:37 - INFO - __main__ - Environment variables set
2025-04-09 03:40:38 - INFO - __main__ - CUDA device: NVIDIA GeForce RTX 4050 Laptop GPU
2025-04-09 03:40:38 - INFO - __main__ - Total memory: 6.44 GB
2025-04-09 03:40:38 - INFO - __main__ - [03:40:38] Checking memory requirements...
2025-04-09 03:40:38 - INFO - __main__ - Using fast training mode with small dataset...
2025-04-09 03:40:52 - INFO - __main__ - Fast training dataset: 1000 examples
2025-04-09 03:40:52 - INFO - __main__ - Data Loading took 13.70 seconds
2025-04-09 03:40:52 - INFO - __main__ - [03:40:52] Starting tokenizer training...
2025-04-09 03:40:52 - INFO - __main__ - Custom tokenizer trained and saved
2025-04-09 03:40:52 - INFO - __main__ - [03:40:52] Tokenizer training complete
2025-04-09 03:40:52 - INFO - __main__ - Tokenizer Training took 0.27 seconds
2025-04-09 03:40:52 - INFO - __main__ - [03:40:52] Starting model initialization...
2025-04-09 03:41:21 - INFO - __main__ - Total trainable parameters: 3,669,143,040
2025-04-09 03:41:21 - WARNING - __main__ - [03:41:21] Model size 3,669,143,040 is outside the 4-5B range
2025-04-09 03:41:21 - INFO - __main__ - [03:41:21] Moving model to device and applying optimizations...
2025-04-09 03:41:27 - INFO - __main__ - Model Initialization took 34.41 seconds
2025-04-09 03:41:27 - INFO - __main__ - [03:41:27] Creating dataset and dataloader...
2025-04-09 03:41:27 - INFO - __main__ - [03:41:27] Starting SimpleDataset initialization with 1,000 examples
2025-04-09 03:41:27 - INFO - __main__ - [03:41:27] Dataset initialization complete. Created 1,000 examples
2025-04-09 03:41:27 - INFO - __main__ - [03:41:27] Dataset size: 1,000 examples
2025-04-09 03:41:27 - INFO - __main__ - [03:41:27] Setting up optimizer and scheduler...
2025-04-09 03:41:27 - INFO - __main__ - [03:41:27] Starting training loop...
